contract_id,contract_type,side,seller_id,branch_code,currency,notional,rate_type,interest_rate,settlement_date,maturity_date,tenor_months,payment_frequency,day_count,business_day_convention,amortization_type,prepayment_allowed,prepayment_penalty,guarantee_type,rating
CNT-81659BEE8888,ANNUITE,ASSET,SLR-FR-005,FR,GBP,5389867,floating,0.06598,2024-11-11,2037-12-03,159,quarterly,ACT/ACT,ModifiedFollowing,constant_installment,True,0.0118,personal,B
CNT-5A5EE37A21E4,MORTGAGE,ASSET,SLR-FR-012,DE,EUR,5357476,floating,0.06572,2022-04-15,2043-03-26,255,quarterly,ACT/365,ModifiedFollowing,linear,False,0,personal,A
CNT-90A200713C78,SAVINGS,PASSIF,,FR,USD,26076361,fixed,0.00325,2023-11-17,2028-09-21,59,monthly,ACT/365,,,,,,
CNT-76D072B893B5,MORTGAGE,ASSET,SLR-FR-003,DE,USD,3205751,floating,0.07303,2025-11-26,2034-09-10,107,monthly,30/360,Following,bullet,True,0,mortgage,A
CNT-B00254A97202,DEMAND_DEPOSIT,PASSIF,,FR,EUR,46692689,fixed,0.03755,2025-07-14,,,monthly,ACT/365,,,,,,
CNT-2E903694FAC3,PAM,ASSET,SLR-FR-002,ES,USD,6037375,floating,0.07199,2024-06-18,2041-05-20,206,annual,ACT/ACT,Following,bullet,False,0.0064,personal,A
CNT-62A42D18DA3C,PAM,ASSET,SLR-DE-002,DE,EUR,9808429,fixed,0.03043,2022-12-11,2024-08-02,20,semiannual,ACT/360,Following,constant_installment,True,0,personal,BBB
CNT-F89152F815A1,REVOLVER,ASSET,SLR-US-011,ES,USD,8240828,floating,0.07732,2023-08-11,2028-07-15,60,quarterly,ACT/360,Preceding,bullet,False,0,none,BB
CNT-EB77EC7C52A1,BULLET,ASSET,SLR-ES-011,FR,GBP,2316725,fixed,0.03026,2021-06-20,2025-08-28,51,monthly,ACT/360,Following,linear,False,0,commercial,B
CNT-F210DFD9D25A,PAM,ASSET,SLR-FR-004,US,GBP,4619384,floating,0.06017,2023-03-10,2024-08-31,18,annual,ACT/360,Following,linear,True,0,mortgage,NR
CNT-ADBC49192E9B,BULLET,ASSET,SLR-US-015,ES,EUR,4090351,floating,0.05918,2022-04-14,2024-08-01,28,monthly,30/360,Following,constant_installment,False,0,commercial,AAA
CNT-B0060E9604D2,BULLET,ASSET,SLR-DE-010,US,EUR,5567798,floating,0.05868,2023-01-08,2027-09-14,57,monthly,ACT/360,Following,bullet,False,0,none,B
CNT-EB092237D7A5,DEMAND_DEPOSIT,PASSIF,,FR,EUR,39405326,fixed,0.03722,2024-06-05,,,monthly,ACT/365,,,,,,
CNT-2420C172FB4D,BULLET,ASSET,SLR-DE-009,DE,USD,4044453,fixed,0.0465,2023-01-06,2024-10-27,22,semiannual,ACT/ACT,Preceding,linear,True,0.0195,none,AAA
CNT-99AAD8B2266D,BULLET,ASSET,SLR-FR-014,DE,USD,4595666,floating,0.0699,2021-10-19,2026-01-26,52,quarterly,ACT/365,Preceding,constant_installment,False,0,commercial,AAA
CNT-FC544CDB75DA,ANNUITE,ASSET,SLR-DE-006,FR,EUR,6385341,fixed,0.03072,2022-03-15,2024-11-29,33,annual,ACT/365,ModifiedFollowing,linear,True,0,mortgage,BBB
CNT-7C27BF102F95,ANNUITE,ASSET,SLR-ES-003,DE,EUR,9354658,fixed,0.03724,2023-01-30,2027-12-05,59,monthly,30/360,Following,constant_installment,True,0.0157,commercial,AAA
CNT-9A0B5EF3BDE0,ANNUITE,ASSET,SLR-US-009,ES,EUR,6397623,fixed,0.04084,2025-03-29,2038-03-21,158,semiannual,ACT/365,ModifiedFollowing,linear,True,0,mortgage,BBB
CNT-7F1D55313854,BULLET,ASSET,SLR-ES-010,FR,USD,8328184,floating,0.07581,2022-11-11,2024-05-04,18,annual,30/360,Following,constant_installment,True,0.0066,commercial,NR
CNT-747C6B82CBDF,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,USD,40490822,fixed,0.0328,2025-06-06,2027-09-24,28,annual,ACT/365,,,,,,
CNT-0DD0F750688E,COMMERCIAL_LOAN,ASSET,SLR-FR-001,ES,USD,9671651,floating,0.07237,2021-10-22,2036-02-06,174,annual,ACT/365,ModifiedFollowing,constant_installment,True,0.004,personal,B
CNT-2EFAD786735A,PAM,ASSET,SLR-ES-015,US,GBP,4897726,floating,0.06438,2021-07-13,2031-04-22,119,annual,ACT/ACT,Following,bullet,False,0,personal,B
CNT-61AE7F6DDFF8,ANNUITE,ASSET,SLR-ES-015,DE,USD,8509549,floating,0.07101,2021-04-25,2034-07-16,161,monthly,ACT/365,Preceding,bullet,True,0,personal,B
CNT-ABC58BFB6DEA,PAM,ASSET,SLR-FR-007,DE,GBP,6714473,fixed,0.06934,2021-12-21,2046-08-12,300,monthly,30/360,Following,constant_installment,True,0.0104,personal,BBB
CNT-66B35B4151FA,MORTGAGE,ASSET,SLR-FR-004,DE,GBP,8109554,fixed,0.06991,2025-08-09,2044-12-27,236,monthly,30/360,Preceding,linear,False,0,commercial,NR
CNT-A9AA3885E50A,MORTGAGE,ASSET,SLR-US-005,ES,USD,7600804,fixed,0.06888,2024-05-27,2047-09-24,284,monthly,30/360,Following,constant_installment,True,0.0033,personal,BB
CNT-AFAE6D159BD0,PAM,ASSET,SLR-US-012,FR,GBP,6805568,floating,0.06232,2022-08-30,2043-01-12,248,annual,ACT/ACT,Following,bullet,True,0,commercial,BBB
CNT-7DEB8EA361AE,PAM,ASSET,SLR-FR-009,ES,USD,9017502,fixed,0.04407,2025-02-22,2050-05-12,307,quarterly,ACT/ACT,Following,constant_installment,False,0.0128,commercial,BB
CNT-A1AA50C8CBE2,PAM,ASSET,SLR-ES-008,US,USD,5000296,floating,0.06759,2022-09-30,2049-09-08,328,quarterly,ACT/365,Following,linear,False,0,mortgage,B
CNT-4AA6D0195767,ANNUITE,ASSET,SLR-ES-011,FR,GBP,3126429,fixed,0.04535,2023-06-19,2036-07-10,159,quarterly,ACT/ACT,ModifiedFollowing,linear,True,0,commercial,BB
CNT-BA9DE7149EB8,ANNUITE,ASSET,SLR-ES-003,DE,EUR,6451514,floating,0.0539,2023-01-16,2026-10-27,46,annual,ACT/ACT,ModifiedFollowing,bullet,False,0,none,BB
CNT-9F9FBF3B78AE,BULLET,ASSET,SLR-DE-005,DE,USD,4853084,fixed,0.04899,2025-04-01,2026-11-22,20,annual,30/360,Preceding,linear,False,0.0165,mortgage,BB
CNT-6AD0EB618469,PAM,ASSET,SLR-DE-003,FR,GBP,7142912,floating,0.06219,2025-08-14,2049-07-09,291,semiannual,30/360,ModifiedFollowing,constant_installment,False,0.0017,none,NR
CNT-CA35B870A7B4,PAM,ASSET,SLR-US-009,FR,GBP,2794709,floating,0.06633,2022-09-27,2049-05-08,324,quarterly,30/360,Preceding,constant_installment,False,0.0034,mortgage,A
CNT-B48C85798060,COMMERCIAL_LOAN,ASSET,SLR-FR-003,FR,GBP,6915438,fixed,0.06851,2025-11-10,2029-08-21,46,quarterly,ACT/360,Following,bullet,False,0.0152,commercial,BBB
CNT-3A54C7DB804A,MORTGAGE,ASSET,SLR-ES-003,ES,GBP,1571871,floating,0.06452,2023-12-07,2044-08-18,252,semiannual,ACT/ACT,ModifiedFollowing,constant_installment,True,0.0169,none,B
CNT-73EF55B5A109,TERM_DEPOSIT,PASSIF,,FR,EUR,33209758,fixed,0.02184,2024-12-20,2029-02-27,51,quarterly,ACT/365,,,,,,
CNT-E9F767602B0C,MORTGAGE,ASSET,SLR-US-007,DE,EUR,822172,floating,0.06788,2025-12-07,2045-03-27,235,monthly,30/360,Following,constant_installment,False,0,commercial,AA
CNT-BD31534C3E46,SAVINGS,PASSIF,,ES,GBP,16813340,fixed,0.0072,2024-08-27,2026-04-19,20,monthly,ACT/365,,,,,,
CNT-37B66CEF4E22,MORTGAGE,ASSET,SLR-ES-012,US,EUR,3938281,floating,0.06452,2023-10-14,2041-07-11,216,monthly,30/360,Following,constant_installment,True,0,personal,BB
CNT-A06D1E469A7C,PAM,ASSET,SLR-US-009,DE,GBP,7095252,floating,0.06988,2022-04-20,2028-04-18,73,monthly,ACT/360,ModifiedFollowing,linear,True,0,mortgage,A
CNT-44118670890F,BULLET,ASSET,SLR-ES-012,FR,EUR,152182,fixed,0.04122,2022-10-09,2023-05-07,7,annual,ACT/365,Preceding,linear,True,0.0123,commercial,NR
CNT-4ED365B8EAAD,REVOLVER,ASSET,SLR-FR-006,FR,EUR,5907789,fixed,0.0492,2023-10-14,2027-10-23,49,quarterly,ACT/365,Preceding,linear,True,0.012,mortgage,NR
CNT-04EC39BDD322,DEMAND_DEPOSIT,PASSIF,,DE,GBP,19843491,fixed,0.03516,2025-01-15,,,monthly,ACT/365,,,,,,
CNT-E352308F8BED,BULLET,ASSET,SLR-ES-009,US,EUR,8391604,floating,0.05225,2022-08-13,2024-10-31,27,monthly,ACT/365,ModifiedFollowing,linear,False,0.0114,mortgage,BB
CNT-2E03BB863087,BULLET,ASSET,SLR-US-003,US,EUR,4408739,fixed,0.0227,2024-12-25,2028-04-08,40,annual,ACT/365,Preceding,bullet,False,0,commercial,AAA
CNT-32D6521CCE17,MORTGAGE,ASSET,SLR-DE-007,FR,EUR,8588269,floating,0.0562,2025-01-19,2033-06-06,102,semiannual,ACT/ACT,Preceding,bullet,True,0,commercial,B
CNT-C35ECC8310E4,SAVINGS,PASSIF,,DE,EUR,41100542,fixed,0.00436,2023-10-04,2025-01-26,16,monthly,ACT/365,,,,,,
CNT-89D3CC60F240,BULLET,ASSET,SLR-US-001,FR,GBP,2312031,fixed,0.03051,2022-04-05,2023-01-30,10,annual,ACT/365,Preceding,bullet,False,0,personal,B
CNT-05879D7E3C8D,ANNUITE,ASSET,SLR-US-005,ES,EUR,4573077,fixed,0.05228,2023-04-04,2031-03-23,97,monthly,ACT/ACT,ModifiedFollowing,bullet,False,0,personal,A
CNT-97BC98E16F3C,BULLET,ASSET,SLR-DE-010,US,GBP,53092,fixed,0.05963,2025-12-11,2027-05-05,17,quarterly,30/360,ModifiedFollowing,constant_installment,False,0.0036,none,BB
CNT-2A03A9648CBF,BULLET,ASSET,SLR-FR-006,ES,GBP,6993626,floating,0.06322,2022-02-25,2023-07-20,17,monthly,ACT/365,Following,bullet,True,0,none,BBB
CNT-1A7F012996DE,MORTGAGE,ASSET,SLR-FR-009,FR,USD,7672929,floating,0.0663,2026-02-23,2044-10-16,227,semiannual,ACT/365,Preceding,bullet,True,0,commercial,NR
CNT-7EF7731281C8,BULLET,ASSET,SLR-US-015,ES,GBP,6889264,fixed,0.03026,2026-01-22,2027-01-17,12,monthly,ACT/365,Following,bullet,False,0.0145,none,AA
CNT-8150A20612EA,PAM,ASSET,SLR-DE-014,FR,USD,1570728,fixed,0.06847,2025-12-12,2032-11-05,84,annual,ACT/365,ModifiedFollowing,bullet,True,0.0101,commercial,AAA
CNT-C889B8266CB7,PAM,ASSET,SLR-FR-011,ES,GBP,5294972,fixed,0.04167,2021-09-13,2032-08-16,133,semiannual,ACT/ACT,ModifiedFollowing,linear,True,0.0027,none,AA
CNT-ECDE25FFEB4C,ANNUITE,ASSET,SLR-FR-005,DE,USD,3493557,floating,0.07304,2023-08-29,2027-02-09,42,semiannual,30/360,Following,linear,False,0.0139,none,AA
CNT-994FAF7F2A12,ANNUITE,ASSET,SLR-FR-005,ES,EUR,831255,fixed,0.03585,2022-05-25,2030-11-09,103,quarterly,30/360,ModifiedFollowing,constant_installment,True,0,none,NR
CNT-E4884F8FA179,PAM,ASSET,SLR-ES-014,US,EUR,6730647,fixed,0.02793,2024-02-08,2030-07-06,78,semiannual,30/360,Following,linear,True,0.0089,personal,AAA
CNT-6C6197BF1A79,TERM_DEPOSIT,PASSIF,,DE,EUR,48625731,fixed,0.03775,2025-11-28,2026-02-26,3,quarterly,ACT/365,,,,,,
CNT-7B9F4CC03D97,ANNUITE,ASSET,SLR-US-003,FR,USD,7492830,fixed,0.051,2025-05-11,2030-03-16,59,semiannual,ACT/ACT,ModifiedFollowing,bullet,False,0,mortgage,BBB
CNT-9C60985D72BE,PAM,ASSET,SLR-US-002,DE,GBP,9131045,fixed,0.06976,2021-09-26,2049-03-03,334,semiannual,ACT/ACT,Preceding,constant_installment,False,0.01,commercial,A
CNT-B2AB4AD8DD16,ANNUITE,ASSET,SLR-ES-001,ES,EUR,992997,fixed,0.05114,2021-08-28,2039-08-24,219,quarterly,ACT/360,Following,linear,True,0,none,NR
CNT-E0833B45FC70,SAVINGS,PASSIF,,FR,GBP,11827895,fixed,0.03932,2024-01-06,2028-07-13,55,monthly,ACT/365,,,,,,
CNT-18C0CDFECA62,BULLET,ASSET,SLR-US-010,FR,USD,9533609,fixed,0.06802,2023-01-12,2026-12-22,48,annual,ACT/365,Following,constant_installment,True,0,personal,BB
CNT-E89C58157E5F,MORTGAGE,ASSET,SLR-US-012,ES,EUR,5726988,floating,0.06613,2022-03-04,2035-07-24,163,monthly,30/360,Following,bullet,True,0.0169,mortgage,AAA
CNT-4A225C8C66D6,REVOLVER,ASSET,SLR-DE-002,DE,USD,2299279,fixed,0.05207,2025-04-23,2028-01-08,33,annual,ACT/365,Following,bullet,False,0,personal,BBB
CNT-2569208B61AB,MORTGAGE,ASSET,SLR-DE-010,US,EUR,9620573,fixed,0.05795,2023-12-31,2028-12-04,60,quarterly,ACT/365,Preceding,linear,True,0.0028,none,AA
CNT-326D13285274,ANNUITE,ASSET,SLR-US-001,ES,GBP,5642941,fixed,0.05836,2023-09-09,2041-12-03,222,quarterly,ACT/360,Preceding,linear,False,0,none,B
CNT-4F7418DFFB90,ANNUITE,ASSET,SLR-FR-008,DE,GBP,8282543,floating,0.06885,2024-01-26,2028-07-03,54,monthly,ACT/ACT,Preceding,bullet,True,0,none,NR
CNT-B3193716032D,ANNUITE,ASSET,SLR-US-011,US,USD,2863891,floating,0.06611,2024-02-02,2027-03-18,38,monthly,ACT/365,Preceding,bullet,False,0.0086,personal,BB
CNT-7631FE7C8B62,SAVINGS,PASSIF,,ES,EUR,44341974,fixed,0.01391,2025-02-15,2025-09-13,7,monthly,ACT/365,,,,,,
CNT-336264BED47C,PAM,ASSET,SLR-US-006,ES,GBP,74014,floating,0.06055,2023-10-18,2031-03-10,90,annual,ACT/360,Following,linear,True,0,mortgage,AAA
CNT-1F9C72468416,PAM,ASSET,SLR-ES-012,DE,USD,4456036,floating,0.07842,2025-09-06,2047-03-15,262,quarterly,ACT/365,ModifiedFollowing,constant_installment,True,0,mortgage,BBB
CNT-4C20F4B99CFE,PAM,ASSET,SLR-ES-013,ES,USD,1632400,fixed,0.07009,2025-09-17,2033-01-08,89,annual,ACT/360,Preceding,linear,False,0.0084,commercial,BB
CNT-9C7FEED3119F,CERTIFICATE_OF_DEPOSIT,PASSIF,,US,USD,30144546,fixed,0.0164,2025-12-30,2026-06-28,6,monthly,ACT/365,,,,,,
CNT-20A79ECAE3B5,PAM,ASSET,SLR-DE-008,FR,EUR,7314686,fixed,0.03693,2025-01-22,2027-10-09,33,semiannual,ACT/365,Preceding,linear,True,0,commercial,BB
CNT-901838440BF7,ANNUITE,ASSET,SLR-DE-006,DE,USD,9867890,fixed,0.06802,2023-04-06,2040-10-03,213,monthly,ACT/ACT,Following,linear,True,0.0113,none,NR
CNT-DF36E190B329,MORTGAGE,ASSET,SLR-ES-009,DE,USD,8156760,floating,0.07075,2022-12-26,2039-01-01,195,monthly,ACT/360,ModifiedFollowing,constant_installment,True,0.0136,commercial,AAA
CNT-6CB01C741642,REVOLVER,ASSET,SLR-US-002,ES,GBP,4516097,fixed,0.05983,2024-02-08,2025-05-03,15,semiannual,ACT/365,ModifiedFollowing,constant_installment,True,0.0046,mortgage,B
CNT-14E764AA0AF4,BULLET,ASSET,SLR-US-014,DE,USD,3163037,floating,0.07468,2023-09-19,2027-01-31,41,annual,ACT/365,Following,bullet,True,0,commercial,AA
CNT-B32FC4AFC64F,MORTGAGE,ASSET,SLR-US-004,FR,GBP,3377636,fixed,0.03771,2021-07-01,2033-08-27,148,monthly,ACT/ACT,Following,constant_installment,True,0,commercial,BB
CNT-A62288DB154B,REVOLVER,ASSET,SLR-US-012,DE,GBP,9976397,fixed,0.0449,2023-09-10,2025-11-28,27,semiannual,ACT/365,Following,constant_installment,True,0,commercial,AAA
CNT-22FFF47DA03A,MORTGAGE,ASSET,SLR-FR-012,US,EUR,4524473,fixed,0.04711,2022-07-16,2036-11-29,175,monthly,ACT/ACT,Following,bullet,True,0.0002,mortgage,BB
CNT-53460DB76452,ANNUITE,ASSET,SLR-FR-002,FR,GBP,5860369,floating,0.06895,2023-08-14,2033-06-22,120,annual,ACT/365,Preceding,bullet,False,0.0001,mortgage,BB
CNT-79F14FE9723D,MORTGAGE,ASSET,SLR-FR-006,ES,USD,4648619,fixed,0.04255,2022-08-08,2047-09-26,306,semiannual,ACT/365,Following,linear,True,0.0161,commercial,B
CNT-ED876FECC022,PAM,ASSET,SLR-FR-010,US,EUR,7032366,floating,0.05519,2023-12-04,2037-04-24,163,quarterly,ACT/365,Preceding,bullet,True,0.0128,commercial,B
CNT-E1AA728CDB4A,ANNUITE,ASSET,SLR-FR-002,FR,EUR,2156546,fixed,0.0239,2022-01-14,2029-03-08,87,semiannual,30/360,Following,constant_installment,True,0.0061,mortgage,A
CNT-1C8EB8345C0D,ANNUITE,ASSET,SLR-ES-010,US,EUR,9800757,floating,0.06733,2022-12-09,2024-12-28,25,annual,ACT/360,Preceding,linear,False,0.0083,personal,AA
CNT-34AE7A0DD6A7,TERM_DEPOSIT,PASSIF,,ES,USD,48037697,fixed,0.03582,2023-08-17,2026-08-31,37,monthly,ACT/365,,,,,,
CNT-6BA192682D2F,MORTGAGE,ASSET,SLR-DE-004,FR,EUR,4599036,floating,0.05009,2025-01-07,2032-04-30,89,quarterly,ACT/ACT,Following,linear,False,0.0081,commercial,BBB
CNT-6A7D8A8E37A7,MORTGAGE,ASSET,SLR-US-002,US,GBP,8919268,floating,0.06892,2025-02-14,2030-08-17,67,quarterly,ACT/360,Preceding,constant_installment,False,0,commercial,BB
CNT-ED6C99884486,PAM,ASSET,SLR-ES-004,ES,EUR,8738991,floating,0.05912,2022-11-06,2035-12-28,160,annual,ACT/360,ModifiedFollowing,constant_installment,False,0.0033,commercial,AAA
CNT-10FC09CC3335,BULLET,ASSET,SLR-US-008,ES,EUR,8476346,fixed,0.02088,2025-03-30,2029-04-08,49,monthly,ACT/ACT,Preceding,constant_installment,True,0.001,none,B
CNT-CA9B026A2EC7,PAM,ASSET,SLR-ES-001,FR,EUR,9191874,floating,0.05761,2024-10-10,2044-05-28,239,quarterly,30/360,ModifiedFollowing,constant_installment,True,0.0054,personal,BBB
CNT-D63E215745F1,PAM,ASSET,SLR-US-013,FR,GBP,1792809,fixed,0.03456,2023-05-27,2036-03-19,156,semiannual,ACT/360,ModifiedFollowing,bullet,False,0,none,BB
CNT-A838BD7A3103,PAM,ASSET,SLR-DE-009,DE,USD,1503219,floating,0.06504,2025-07-28,2036-05-31,132,quarterly,30/360,Preceding,linear,True,0.0129,commercial,A
CNT-DCDE550CF787,PAM,ASSET,SLR-DE-003,US,EUR,5256354,fixed,0.03441,2023-10-21,2036-12-11,160,monthly,30/360,Following,linear,True,0,commercial,BB
CNT-89AC7CA511D0,BULLET,ASSET,SLR-FR-003,DE,USD,6725084,floating,0.06671,2023-08-20,2024-10-13,14,annual,ACT/ACT,Preceding,linear,True,0,none,NR
CNT-E9730CD0D4F2,ANNUITE,ASSET,SLR-ES-010,DE,GBP,7361152,floating,0.06569,2025-03-05,2042-12-31,217,semiannual,30/360,Preceding,bullet,True,0,commercial,AAA
CNT-D0D255CD2481,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,EUR,44962493,fixed,0.0112,2024-06-06,2024-11-03,5,quarterly,ACT/365,,,,,,
CNT-ED0B641780D9,MORTGAGE,ASSET,SLR-DE-009,US,USD,6467158,fixed,0.05383,2025-05-11,2050-06-29,306,monthly,ACT/360,Preceding,constant_installment,False,0.0015,commercial,A
CNT-6605B22B5109,COMMERCIAL_LOAN,ASSET,SLR-FR-001,US,EUR,6775865,fixed,0.04573,2021-08-11,2034-02-04,152,annual,ACT/ACT,Preceding,constant_installment,True,0.0089,none,BBB
CNT-1C1C0F77A9BC,PAM,ASSET,SLR-US-006,ES,USD,12847,floating,0.07336,2021-07-24,2024-01-10,30,quarterly,ACT/ACT,ModifiedFollowing,constant_installment,True,0.0169,mortgage,BB
CNT-A59873F5A038,MORTGAGE,ASSET,SLR-FR-007,ES,GBP,3730299,floating,0.06114,2026-03-07,2050-01-30,291,semiannual,ACT/365,Preceding,linear,True,0.0098,commercial,AAA
CNT-ADB2E81084A7,PAM,ASSET,SLR-FR-007,US,EUR,3207381,floating,0.05914,2022-03-05,2032-03-12,122,annual,30/360,Preceding,bullet,True,0.009,personal,BBB
CNT-152D9DB3FB50,BULLET,ASSET,SLR-DE-014,FR,GBP,8538410,floating,0.06585,2021-10-24,2026-05-31,56,quarterly,ACT/360,Following,constant_installment,False,0.0077,personal,A
CNT-16BB937016AC,ANNUITE,ASSET,SLR-ES-015,ES,USD,6934719,floating,0.067,2022-10-25,2040-09-20,218,semiannual,ACT/360,Following,linear,False,0.0184,personal,B
CNT-9FBA68FC9A0C,COMMERCIAL_LOAN,ASSET,SLR-ES-008,DE,GBP,9443496,floating,0.06761,2023-07-02,2026-11-13,41,semiannual,ACT/ACT,Following,bullet,True,0,personal,AAA
CNT-BABC01A75450,PAM,ASSET,SLR-DE-006,ES,EUR,1050738,floating,0.05293,2022-04-27,2033-10-26,140,quarterly,30/360,ModifiedFollowing,constant_installment,True,0.0135,personal,B
CNT-D836125633E7,ANNUITE,ASSET,SLR-FR-012,ES,GBP,6411894,floating,0.06664,2024-01-08,2039-07-18,189,monthly,30/360,Preceding,constant_installment,True,0.0156,commercial,NR
CNT-47EB55BA1EE4,MORTGAGE,ASSET,SLR-DE-002,FR,GBP,3306204,floating,0.06738,2021-11-03,2049-09-07,339,semiannual,ACT/ACT,Following,bullet,True,0,personal,B
CNT-ADEC3C3DE678,ANNUITE,ASSET,SLR-DE-010,ES,USD,2709938,floating,0.06896,2022-12-01,2035-07-26,154,monthly,ACT/365,ModifiedFollowing,bullet,True,0,mortgage,BB
CNT-8496F5CCFCE3,REVOLVER,ASSET,SLR-US-005,ES,GBP,9240156,floating,0.0679,2024-03-08,2027-09-19,43,quarterly,ACT/360,Preceding,linear,True,0,commercial,AAA
CNT-EB6828A559C1,REVOLVER,ASSET,SLR-ES-010,DE,GBP,3674903,floating,0.06361,2021-12-21,2024-09-06,33,monthly,30/360,Preceding,constant_installment,False,0,personal,AAA
CNT-5671F3B82373,ANNUITE,ASSET,SLR-DE-014,ES,EUR,4755083,floating,0.0608,2026-01-20,2032-05-18,77,annual,ACT/ACT,Following,constant_installment,True,0,none,AAA
CNT-C4487DD428D7,COMMERCIAL_LOAN,ASSET,SLR-ES-014,DE,GBP,3586485,fixed,0.03262,2021-05-05,2035-06-21,172,monthly,ACT/360,Preceding,bullet,False,0.0188,personal,AAA
CNT-1F71A61B5331,ANNUITE,ASSET,SLR-US-005,FR,EUR,4236314,fixed,0.02712,2023-01-24,2025-02-12,25,semiannual,ACT/ACT,ModifiedFollowing,constant_installment,False,0,none,BBB
CNT-2D58FD5530F7,MORTGAGE,ASSET,SLR-DE-015,US,GBP,1227848,fixed,0.03182,2024-03-09,2053-09-03,359,semiannual,ACT/365,Preceding,linear,False,0.0088,commercial,NR
CNT-6ADD71EE43A6,MORTGAGE,ASSET,SLR-ES-011,FR,GBP,9165737,fixed,0.05987,2024-07-15,2035-02-18,129,semiannual,ACT/365,Following,bullet,True,0,none,BB
CNT-CAC48D2AE48F,MORTGAGE,ASSET,SLR-FR-012,FR,EUR,5778873,floating,0.06497,2025-01-02,2038-09-21,167,quarterly,ACT/360,Following,bullet,False,0,personal,B
CNT-61B7729A239F,REVOLVER,ASSET,SLR-US-005,ES,GBP,4886342,floating,0.0655,2022-06-05,2026-10-12,53,monthly,ACT/360,Preceding,bullet,False,0.0071,personal,AAA
CNT-5CE91C733CEE,PAM,ASSET,SLR-ES-008,FR,EUR,5138383,floating,0.05901,2022-04-21,2043-08-29,260,semiannual,ACT/365,ModifiedFollowing,linear,True,0,personal,B
CNT-720E0F526FC9,ANNUITE,ASSET,SLR-FR-014,ES,USD,8062291,fixed,0.06932,2023-08-07,2038-10-17,185,semiannual,ACT/ACT,Preceding,linear,True,0.0016,mortgage,NR
CNT-31FA7E78AA80,REVOLVER,ASSET,SLR-US-005,US,EUR,1292825,floating,0.06773,2022-02-11,2026-11-17,58,monthly,ACT/ACT,Preceding,linear,True,0.0109,commercial,B
CNT-049670257598,ANNUITE,ASSET,SLR-FR-011,ES,EUR,8573292,floating,0.05929,2025-09-07,2029-06-18,46,monthly,ACT/360,Preceding,bullet,True,0.0028,personal,AA
CNT-5C6581A25900,MORTGAGE,ASSET,SLR-US-005,ES,EUR,8191277,floating,0.05081,2024-11-22,2044-11-07,243,semiannual,ACT/360,Following,bullet,True,0.0158,commercial,BBB
CNT-D5E97C159BFF,DEMAND_DEPOSIT,PASSIF,,ES,EUR,49798717,fixed,0.03924,2024-05-17,,,monthly,ACT/365,,,,,,
CNT-9135C9A38D01,MORTGAGE,ASSET,SLR-FR-002,DE,USD,1315896,floating,0.07382,2023-04-18,2043-08-01,247,quarterly,ACT/ACT,ModifiedFollowing,constant_installment,False,0.0177,none,BB
CNT-C7B11A8A0C55,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,EUR,12553027,fixed,0.00401,2024-08-13,2025-11-06,15,monthly,ACT/365,,,,,,
CNT-0CF44C8C9A88,PAM,ASSET,SLR-ES-001,DE,EUR,8088508,floating,0.06441,2022-05-29,2037-04-10,181,quarterly,ACT/360,Preceding,constant_installment,True,0,personal,BB
CNT-BB75C9A27CDD,PAM,ASSET,SLR-DE-015,FR,GBP,2800745,fixed,0.03587,2024-09-29,2049-10-18,305,annual,30/360,Preceding,bullet,False,0.0043,commercial,NR
CNT-24347483B0D4,PAM,ASSET,SLR-ES-013,ES,USD,3061509,fixed,0.07282,2022-09-12,2048-02-28,310,quarterly,ACT/365,ModifiedFollowing,bullet,True,0,commercial,AA
CNT-E55489DC909F,PAM,ASSET,SLR-DE-013,US,GBP,2986650,floating,0.06606,2023-07-11,2030-10-02,88,monthly,30/360,ModifiedFollowing,bullet,True,0.0108,none,NR
CNT-2F63A59578B8,ANNUITE,ASSET,SLR-US-015,DE,USD,8898846,floating,0.06565,2023-10-15,2043-02-02,235,annual,ACT/365,Preceding,bullet,True,0,mortgage,BBB
CNT-AD7968DC1343,REVOLVER,ASSET,SLR-US-013,US,EUR,6865954,floating,0.06754,2024-09-30,2028-11-08,50,monthly,30/360,Preceding,linear,False,0.0138,mortgage,BBB
CNT-2B1A720F3129,PAM,ASSET,SLR-FR-009,ES,GBP,7116183,floating,0.06855,2023-01-10,2034-12-08,145,annual,ACT/360,ModifiedFollowing,bullet,False,0,commercial,A
CNT-7ACF55AD1D10,TERM_DEPOSIT,PASSIF,,DE,GBP,46939996,fixed,0.0297,2025-07-11,2027-08-30,26,monthly,ACT/365,,,,,,
CNT-87F9CBD9D086,BULLET,ASSET,SLR-US-006,FR,GBP,98762,fixed,0.04556,2021-09-06,2022-10-01,13,annual,ACT/ACT,Following,linear,False,0,none,BB
CNT-F95D368740D5,ANNUITE,ASSET,SLR-DE-008,FR,USD,974069,floating,0.07945,2021-11-08,2037-10-15,194,annual,ACT/ACT,Following,linear,False,0,personal,BB
CNT-EC6A50E9D036,PAM,ASSET,SLR-FR-011,ES,EUR,4639452,fixed,0.02347,2021-10-27,2029-05-18,92,annual,ACT/ACT,Preceding,linear,True,0.0014,none,BB
